id,name,university,domain,depts,field,url
39210,David W Tank,Princeton University,princeton.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",http://molbio.princeton.edu/faculty/molbio-faculty/136-tank
40074,Andrew D Mesecar,Purdue University,purdue.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,https://www.chem.purdue.edu/people/directory/faculty/details/91
24250,Janette W Boughman,Michigan State University,msu.edu,Animal Sciences</li><li>Animal Science</li><li>Zoology</li><li>Animal Biology</li><li>Fisheries and Wildlife</li><li>Animal Behavior</li><li>Aquatic and Fishery Sciences</li><li>Large Animal Clinical Sciences</li><li>Dairy Science</li><li>Fisheries,Animal Sciences,http://scholars.opb.msu.edu/expert.asp?u_id=402
30728,Stven S Foldes,University of Minnesota,umn.edu,"Pharmaceutical Sciences</li><li>Pharmacy</li><li>Industrial and Physical Pharmacy</li><li>Pharmaceutics</li><li>Pharmaceutical Economics and Policy</li><li>Social and Administrative Pharmacy</li><li>Pharmacy Practice</li><li>Social, Administrative and Clinical Pharmacy</li><li>Biopharmaceutical Sciences</li><li>Social and Administrative Sciences in Pharmacy",Pharmacy and Pharmaceutical Sciences,http://sph.umn.edu/faculty1/faculty-in-community-health-promotion/name/steven-foldes/
57083,Michael Carlson,University of Illinois Chicago,uic.edu,Disability and Human Development</li><li>Disability Studies,Disability and Equity in Education,http://comm.uic.edu/comm/news/2009/06/01/aoir-gordon-carlson
25796,Christopher M Stafford,University of Maryland College Park,umd.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,http://drum.lib.umd.edu/bitstream/1903/14672/1/Liu_umd_0117E_14586.pdf
34921,Ravi Allada,Northwestern University,northwestern.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,http://www.neurobiology.northwestern.edu/people/core-faculty/ravi-allada.html
60731,White William,University of North Carolina Chapel Hill,unc.edu,"Ecology</li><li>Ecology, Evolution and Marine Biology</li><li>Ecology, Evolution and Organismal Biology</li><li>Ecology, Evolution and Behavior</li><li>Ecology and Evolutionary Biology</li><li>Population Biology</li><li>Behavior, Ecology, Evolution and Systematics</li><li>Evolutionary Biology</li><li>Ecology and Evolution</li><li>Social Ecology",Ecology and Evolutionary Biology,"http://www2.lib.unc.edu/mss/inv/w/White,William_Wallace.html"
64576,Toby Bradshaw,University of Washington,washington.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,http://faculty.washington.edu/toby/
41230,Jennifer Bay,Purdue University,purdue.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,https://www.cla.purdue.edu/english/directory/?p=Jennifer_Bay
31497,Clifford J Jolly,New York University,nyu.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://anthropology.as.nyu.edu/object/cliffordjolly.html
1000,Mary E R Little,Arizona State University,asu.edu,"Education, Curriculum and Instruction</li><li>Curriculum and Instruction</li><li>Learning and Instruction</li><li>Curriculum, Instruction and Teacher Education</li><li>Instruction and Learning</li><li>Instruction and Learning, Early Intervention",Curriculum and Instruction,https://webapp4.asu.edu/directory/person/741712
50713,Mark Mandelkern,University of California Irvine,uci.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://ps.uci.edu/content/mark-mandelkern
28643,Connie Weil,University of Minnesota,umn.edu,Geography</li><li>Geodetic Science and Surveying</li><li>Geodetic Science</li><li>Geography and Geographic Information Science,Geography,http://www.geog.umn.edu/people/profile.php?UID=weil
20628,Muthu Krishnamurthy,University of Iowa,uiowa.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,http://www.math.uiowa.edu/people/muthu-krishnamurthy
7397,Marc Edelman,City University of New York,cuny.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://www.hunter.cuny.edu/anthropology/faculty-staff/full-time-faculty/edelman-marc
23706,Bruce E Dale,Michigan State University,msu.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,http://www.chems.msu.edu/php/faculty.php?user=bdale
35222,Torben Andersen,Northwestern University,northwestern.edu,Finance</li><li>Business and Management: Finance</li><li>Finance and Managerial Economics,Finance and Financial Management,http://www.kellogg.northwestern.edu/faculty/directory/andersen_torben.aspx
38367,Guofeng Wang,University of Pittsburgh,pitt.edu,Materials Science</li><li>Materials</li><li>Material Science and Engineering</li><li>Materials Engineering</li><li>Materials Science and Engineering</li><li>Materials Science Engineering</li><li>Materials Science and Mechanical Engineering,Materials Science and Engineering,http://www.engineering.pitt.edu/Guofeng_Wang/
55685,Mark Hendrickson,University of California San Diego,ucsd.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,http://history.ucsd.edu/people/faculty/hendrickson.html
9914,Sean Crosson,University of Chicago,uchicago.edu,"Microbiology</li><li>Microbiology, Immunology and Cancer Biology</li><li>Microbiology and Molecular Genetics</li><li>Microbiology, Immunology, and Molecular Genetics</li><li>Microbiology ALS</li><li>Molecular Microbiology and Immunology</li><li>Microbiology, Molecular Biology and Biochemistry</li><li>Microbiology and Immunology</li><li>Microbiology MED</li><li>Virology",Microbiology,http://biomedsciences.uchicago.edu/page/sean-crosson
5915,Azriel Z Genack,City University of New York,cuny.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Physics/Faculty-Bios/Azriel-Z--Genack
47089,Matthew Sponhimer,University of Colorado Boulder,colorado.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://www.colorado.edu/anthropology/gradstudy/matt-sponheimer
28922,Elizabeth Davis,University of Minnesota,umn.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,http://www.apec.umn.edu/people/elizabeth-davis
55846,Naomi Oreskes,University of California San Diego,ucsd.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,http://sciencestudies.ucsd.edu/people/_faculty-staff/faculty/dept-of-history/naomi-oreskes.html
16316,Larry D Girolamo,University of Illinois at Urbana-Champaign,illinois.edu,"Oceanography</li><li>Atmospheric Sciences</li><li>Earth and Atmospheric Sciences</li><li>Earth, Atmospheric and Planetary Sciences</li><li>Earth and Ocean Sciences</li><li>Earth, Ocean and Atmospheric Science</li><li>Atmospheric and Oceanic Sciences</li><li>Ocean Sciences</li><li>Meteorology",Oceanography and Atmospheric Sciences and Meteorology,https://www.atmos.illinois.edu/~gdi/recent.html
10086,Viresh H Rawal,University of Chicago,uchicago.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://chemistry.uchicago.edu/faculty/faculty/person/member/viresh-h-rawal.html
16008,Harris A Lewin,University of Illinois at Urbana-Champaign,illinois.edu,Animal Sciences</li><li>Animal Science</li><li>Zoology</li><li>Animal Biology</li><li>Fisheries and Wildlife</li><li>Animal Behavior</li><li>Aquatic and Fishery Sciences</li><li>Large Animal Clinical Sciences</li><li>Dairy Science</li><li>Fisheries,Animal Sciences,http://cas.illinois.edu/person/harris-a-lewin/
47694,Susan Clarke,University of Colorado Boulder,colorado.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,http://polsci.colorado.edu/faculty-staff/faculty-emeritus/susan-clarke
63790,Linda Wordeman,University of Washington,washington.edu,"Integrative Physiology</li><li>Molecular, Cellular and Integrative Physiology</li><li>Physiology and Biophysics</li><li>Physiological Sciences</li><li>Cellular and Integrative Physiology</li><li>Physiology</li><li>Molecular Physiology and Biophysics</li><li>Life Sciences</li><li>Endocrinology-Reproductive Physiology</li><li>Cellular and Molecular Pathology",Physiology,http://depts.washington.edu/mcb/users/worde
30591,Satish Kumar,University of Minnesota,umn.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,http://www.cems.umn.edu/people/faculty/satish-kumar
45558,Tinsley Oden,University of Texas Austin,utexas.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,http://www.utexas.edu/gamechangers/past-speakers/tinsley-oden
20993,Timothy L Ratliff,University of Iowa,uiowa.edu,Immunology</li><li>Immunobiology</li><li>Infectious Diseases and Immunity</li><li>Immunology and Microbial Pathogenesis</li><li>Infectious Diseases and Microbiology,Immunology and Infectious Disease,http://immuno.grad.uiowa.edu/faculty/timothy-ratliff
33565,Yann Lecun,New York University,nyu.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,http://www.cs.nyu.edu/~yann/
32867,Nikhil Padmanabhan,New York University,nyu.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://physics.nyu.edu/events.php?EventsPage=archive&EventType=colloquia&Year=2009
51079,Vinayak Chaturvedi,University of California Irvine,uci.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,http://www.faculty.uci.edu/profile.cfm?faculty_id=5381
35209,Tobin J Marks,Northwestern University,northwestern.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://www.chemistry.northwestern.edu/people/core-faculty/profiles/tobin-marks.html
35742,Han W Shen,Ohio State University,osu.edu OR site:ohio-state.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,http://web.cse.ohio-state.edu/~hwshen/hwshen/Welcome.html
16805,Ronald P Toby,University of Illinois at Urbana-Champaign,illinois.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,http://www.history.illinois.edu/people/rptoby/
31533,Cyrus Samii,New York University,nyu.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,http://politics.as.nyu.edu/object/cyrussamii.html
10753,Richard Durrett,Cornell University,cornell.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,http://ecommons.library.cornell.edu/handle/1813/17441
27381,Peter C Chang,University of Maryland College Park,umd.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,http://www.civil.umd.edu/faculty/chang
38799,Robert S Parker,University of Pittsburgh,pitt.edu,Genetics</li><li>Genetics and Genomics</li><li>Molecular Genetics and Microbiology</li><li>Human Genetics</li><li>Computational Biology and Bioinformatics</li><li>Computational Molecular Biology</li><li>Genome Sciences</li><li>Molecular Genetics and Cell Biology</li><li>Genomics and Computational Biology</li><li>Molecular Genetics,Genetics and Genomics,http://www.mirm.pitt.edu/people/bios/Parker1.asp
14977,Pamela Yelick,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,http://news.harvard.edu/gazette/tag/pamela-yelick/
37119,Hao Shen,University of Pennsylvania,upenn.edu,Immunology</li><li>Immunobiology</li><li>Infectious Diseases and Immunity</li><li>Immunology and Microbial Pathogenesis</li><li>Infectious Diseases and Microbiology,Immunology and Infectious Disease,http://www.med.upenn.edu/apps/faculty/index.php/g275/p6329
29030,Gary Gardner,University of Minnesota,umn.edu,Agronomy</li><li>Plant Biology</li><li>Plant Pathology</li><li>Plant Biological Sciences</li><li>Botany and Plant Pathology</li><li>Applied Plant Sciences</li><li>Horticulture and Agronomy</li><li>Horticulture</li><li>Plant Science</li><li>Crop Sciences,Plant Sciences,http://horticulture.umn.edu/directory/faculty/garygardner
9033,Esra Tasali,University of Chicago,uchicago.edu,"Nutrition</li><li>Nutritional Biology</li><li>Nutritional Sciences</li><li>Molecular Metabolism and Nutrition</li><li>Nutrition Science</li><li>Molecular and Biochemical Nutrition</li><li>Nutrition, Food and Exercise Science</li><li>Exercise and Nutrition Sciences</li><li>Nutrition, Food Studies and Public Health</li><li>Human Nutrition",Nutrition,http://sleep.uchicago.edu/profiles/esra-tasali/
52363,Michael S Y Chwe,University of California Los Angeles,ucla.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,http://catalog.registrar.ucla.edu/uclacatalog2015-16-625.htm
57996,Darrel W Stafford,University of North Carolina Chapel Hill,unc.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://bio.unc.edu/people/faculty/stafford/
35284,William Murphy,Northwestern University,northwestern.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,http://www.anthropology.northwestern.edu/people/faculty/murphy.html
63087,David W Raible,University of Washington,washington.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,http://depts.washington.edu/behneuro/people/faculty/raible.shtml
10332,David Holowka,Cornell University,cornell.edu,"Microbiology</li><li>Microbiology, Immunology and Cancer Biology</li><li>Microbiology and Molecular Genetics</li><li>Microbiology, Immunology, and Molecular Genetics</li><li>Microbiology ALS</li><li>Molecular Microbiology and Immunology</li><li>Microbiology, Molecular Biology and Biochemistry</li><li>Microbiology and Immunology</li><li>Microbiology MED</li><li>Virology",Microbiology,http://vivo.cornell.edu/display/individual5448
7457,Mark Hillery,City University of New York,cuny.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://www.hunter.cuny.edu/physics/faculty/hillery/home
16049,Iwan Duursma,University of Illinois at Urbana-Champaign,illinois.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,http://www.math.illinois.edu/~duursma/
41827,Matthew P Stephens,Purdue University,purdue.edu,Communication</li><li>Communication Studies</li><li>Journalism</li><li>Mass Communications</li><li>Technology</li><li>Journalism and Mass Communication</li><li>Communication and Culture</li><li>Mass Communications and Telecommunications</li><li>Social and Cultural Analysis</li><li>Cultural Studies</li><li>Social Thought</li><li>Communication Arts and Sciences - Media and Information Studies</li><li>Communication Arts</li><li>Philanthropic Studies,Communication,http://www.thepress.purdue.edu/contributors/matthew-p-stephens
3434,Steven W Leavitt,University of Arizona,arizona.edu,"Geological Sciences</li><li>Geology</li><li>Geosciences</li><li>Earth and Planetary Science</li><li>Earth and Environmental Sciences</li><li>Earth Sciences</li><li>Soil, Water and Environmental Science</li><li>Hydrology</li><li>Geophysical Sciences</li><li>Planetary Sciences</li><li>Earth and Space Sciences</li><li>Geological and Atmospheric Sciences</li><li>Soils and Biogeochemistry",Earth Sciences,http://www.ltrr.arizona.edu/~sleavitt/
714,Jim Holway,Arizona State University,asu.edu,"Environmental Science, Policy, and Management</li><li>Environmental Sciences and Engineering</li><li>Environment</li><li>Natural Resources</li><li>Environmental Science and Management</li><li>Conservation Biology</li><li>Natural Resources Science and Management</li><li>Environmental Science</li><li>Arid Lands Resource Sciences</li><li>Sustainability</li><li>Natural Resource Ecology and Management</li><li>Water Resources Science</li><li>Community, Agriculture, Recreation and Resource Studies</li><li>Environment and Resources",Environmental Sciences,https://sustainability.asu.edu/events/rsvp/acc-candidate-forum/
45061,Lynn E Katz,University of Texas Austin,utexas.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,http://www.caee.utexas.edu/faculty/directory/katz
34767,Mitchell F Denning,Northwestern University,northwestern.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",http://www.scholars.northwestern.edu/pubDetail.asp?id=79954588646&o_id=60
14480,James Morris,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,http://www.extension.harvard.edu/faculty-directory/james-r-morris
9771,Raul Coronado,University of Chicago,uchicago.edu,French</li><li>Romance Languages and Literatures</li><li>Romance Languages</li><li>Romance Studies</li><li>French and Italian</li><li>French Language and Literature</li><li>French and Francophone World Studies</li><li>French Studies and French</li><li>French and Francophone Studies</li><li>Modern French Studies,French and Francophone Language and Literature,http://csrpc.uchicago.edu/people/faculty/raul_coronado/
31840,Faye Ginsburg,New York University,nyu.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://anthropology.as.nyu.edu/object/fayeginsburg.html
49489,Reen Wu,University of California Davis,ucdavis.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",http://www.ucdmc.ucdavis.edu/publish/providerbio/search/1025
56265,Sonia M Diaz,University of California San Diego,ucsd.edu,"Engineering</li><li>Engineering and Applied Sciences</li><li>Engineering Administration</li><li>Textiles and Clothing</li><li>Control Science and Dynamical Systems</li><li>Welding Engineering</li><li>Engineering Science</li><li>Engineering Sciences</li><li>Fiber Science</li><li>Engineering, Materials Science",Engineering Science and Materials,http://fausto.dynamic.ucsd.edu/sonia/
5993,Brett Martin,City University of New York,cuny.edu,"Speech and Hearing Sciences</li><li>Communication Sciences and Disorders</li><li>Speech, Language and Hearing Sciences</li><li>Speech, Language and Hearing</li><li>Language and Communication Disorders </li><li>Communicative Disorders</li><li>Communicative Disorders and Sciences</li><li>Speech Pathology and Audiology</li><li>Speech-Language-Hearing Sciences</li><li>Hearing and Speech Sciences",Communication Sciences and Disorders,http://www.gc.cuny.edu/Faculty/Core-Bios/Brett-Martin
20017,George Constantinescu,University of Iowa,uiowa.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,http://www.engineering.uiowa.edu/cee/faculty-staff/george-s-constantinescu
43632,L W Schultz,State University of New York Buffalo,buffalo.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",http://www.hwi.buffalo.edu/faculty_research/Schultz/schultz.html
63760,Lauro Flores,University of Washington,washington.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,http://aes.washington.edu/people/lauro-h-flores
