batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputasin,inputtitle,inputauthor,answeramzchk,answercomment,answerfta,answerrandgrp,answerworkurl,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2310876,335HHSX8CDZUT2VBDX6MLMVWC1ODH0,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:10 PDT 2016,,,3U0SRXB7CEZJRSYLPZ1LJF4G2UINRI,Approved,,149,100% (63/63),100% (19/19),100% (19/19),,,0819223093,"Episcopal Questions, Episcopal Answers: Exploring Christian Faith",Ian S. Markham,0,||,0,ab,||,,1773579550000,14mar2016 13:00:52,14mar2016 13:03:21,1773666201000,1773580791000,,19,744,39.157894,22.983871,2
2310876,3D1TUISJWIUG6ZHH5AEWVY0ZYEXUIJ,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:57 PDT 2016,,,333U7HK6IA9T7SOVS0E9LJ6VE9NDJZ,Approved,,171,100% (63/63),100% (19/19),100% (19/19),,,1451679165,Growing Up Duggar: It's All About Relationships,Jill Duggar,0,||,0,ab,||,,1773579537000,14mar2016 13:01:14,14mar2016 13:04:05,1773666245000,1773581013000,,19,744,39.157894,22.983871,2
2310876,3K3IX1W4S6LO8CQNC0NP4UPHDP1AP0,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:10 PDT 2016,,,3QJOXOW4XKLO068GRS2L7TGXIFJME5,Approved,,464,100% (63/63),100% (19/19),100% (19/19),,,0664230997,"Feasting on the Word: Year B, Vol. 4: Season after Pentecost 2 (Propers 17-Reign of Christ)",David L. Bartlett,0,||,1,ab,||https://openlibrary.org/works/OL15894279W/Feasting_on_the_Word,,1773579550000,14mar2016 13:03:22,14mar2016 13:11:06,1773666666000,1773581019000,,19,744,39.157894,22.983871,2
2310876,3Y7LTZE0YTG21P6R5E2IVT3PURZZUL,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:56 PDT 2016,,,3WR9XG3T645NN140YGOJFP7GA1T748,Approved,,63,100% (63/63),100% (19/19),100% (19/19),,,0664230997,The story of southern Presbyterians,T. Watson Street,0,||,1,ba,|https://openlibrary.org/works/OL7344135W/The_story_of_southern_Presbyterians|,,1773579536000,14mar2016 13:00:16,14mar2016 13:01:19,1773666079000,1773579932000,,19,744,39.157894,22.983871,2
2310876,3X55NP42EOAOORR23L8FHMBB7FA3PY,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:13 PDT 2016,,,3AWETUDC93M0FI9L20I60AAYPC8IZR,Approved,,198,100% (63/63),100% (19/19),100% (19/19),,,1575627701,Healing Scriptures CD,Kenneth Copeland,0,||,0,ba,||,,1773579553000,14mar2016 13:01:38,14mar2016 13:04:56,1773666296000,1773582159000,,19,744,39.157894,22.983871,2
2310876,33W1NHWFYHFN1CR259C8QXHNBDSZTU,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:56 PDT 2016,,,3I33IC7ZWGWV3PNB15HFW1C8RV52A0,Approved,,374,100% (63/63),100% (19/19),100% (19/19),,,0061997196,Mission at Nuremberg: An American Army Chaplain and the Trial of the Nazis,Tim Townsend,0,||,0,ba,||,,1773579536000,14mar2016 13:03:02,14mar2016 13:09:16,1773666556000,1773580793000,,19,744,39.157894,22.983871,2
2310876,3G9UA71JVVOA3ZPRAK6LX71F3IPJ7I,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:12 PDT 2016,,,3X0H8UUIT2ILF17CWPSD58M3H85SW2,Approved,,155,100% (63/63),100% (19/19),100% (19/19),,,0806653922,"Evangelical Lutheran Worship, Pastoral Care: Occasional Services, Readings, and Prayers",Not Available (NA),0,||,0,ab,||,,1773579552000,14mar2016 13:01:03,14mar2016 13:03:38,1773666218000,1773581015000,,19,744,39.157894,22.983871,2
2310876,3FI30CQHVKDLHGDA3IOCT5I602X6BM,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:09 PDT 2016,,,31QNSG6A5SNO62R2AJEWW1NLCNP78F,Approved,,109,100% (63/63),100% (19/19),100% (19/19),,,1888305800,"Fit for Freedom, Not for Friendship: Quakers, African Americans, and the Myth of Racial Justice",Donna McDaniel,1,||,1,aa,https://openlibrary.org/works/OL13656909W/Fit_for_freedom_not_for_friendship||,,1773579549000,14mar2016 13:00:29,14mar2016 13:02:18,1773666138000,1773579930000,,19,744,39.157894,22.983871,2
2310876,3BAWBGQGYLTJUUPLR9K40VC9Y5W7VR,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:02 PDT 2016,,,3NVC2EB65RTLKPHXLB90IXZ70073YL,Approved,,410,100% (63/63),100% (19/19),100% (19/19),,,1595554696,Seven Men: And the Secret of Their Greatness,Eric Metaxas,0,||,1,aa,https://openlibrary.org/works/OL17099956W/7_Men_and_the_Secret_of_Their_Greatness||,,1773579542000,14mar2016 13:03:08,14mar2016 13:09:58,1773666598000,1773581012000,,19,744,39.157894,22.983871,2
2310876,3D42WVSDH8PDDHZWE350VMTKEAHYFV,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:05 PDT 2016,,,3137ONMDKHZO8WCUGP4QUOW0MT7EGP,Approved,,353,100% (63/63),100% (19/19),100% (19/19),,,1939880769,Changing Our Mind,David P Gushee,0,||,0,ba,||,,1773579545000,14mar2016 13:02:47,14mar2016 13:08:40,1773666520000,1773581014000,,19,744,39.157894,22.983871,2
2310876,3E22YV8GG10VSVKCL4SUQ09HCW0NPX,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:03 PDT 2016,,,32N49TQG3HC40GLDPF1QY69JOTWVAZ,Approved,,45,100% (10/10),100% (5/5),100% (5/5),,,0827206372,The Disciples: A Struggle for Reformation,Dr. D Cummins,0,||,0,aa,||,,1773579543000,14mar2016 13:20:03,14mar2016 13:20:48,1773667248000,1773581463000,,5,1197,239.39999,3.7593985,3
2310876,3G3AJKPCXLM3F127UM9H4IWTPK84YD,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:53 PDT 2016,,,34QN5IT0T0LAORRIPKTNHMDY49K089,Approved,,103,100% (10/10),100% (5/5),100% (5/5),,,0770435068,"On Heaven and Earth: Pope Francis on Faith, Family, and the Church in the Twenty-First Century",Jorge Mario Bergoglio,0,||,0,aa,||,,1773579533000,14mar2016 13:21:14,14mar2016 13:22:57,1773667377000,1773581464000,,5,1197,239.39999,3.7593985,3
2310876,30QQTY5GMKEJHF0LMJAZ49AQKYMU7O,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:43 PDT 2016,,,3HMIGG0U4M07LMN3XS4W9E7IGMYY87,Approved,,251,100% (10/10),100% (5/5),100% (5/5),,,1414375492,A Voice in the Wind (Mark of the Lion),Francine Rivers,1,||,1,aa,https://openlibrary.org/works/OL13015028W/A_voice_in_the_wind||,,1773579523000,14mar2016 13:03:00,14mar2016 13:07:11,1773666431000,1773580788000,,5,1197,239.39999,3.7593985,3
2310876,3YLPJ8OXX87EFWCXPQNFL4PKNEDX4Z,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:57 PDT 2016,,,34S6N1K2ZWDGEYHXHH9CSJYLAQLLHI,Approved,,92,100% (10/10),100% (5/5),100% (5/5),,,1434704696,Cold-Case Christianity: A Homicide Detective Investigates the Claims of the Gospels,J. Warner Wallace,1,||,0,aa,||,,1773579537000,14mar2016 13:18:20,14mar2016 13:19:52,1773667192000,1773582162000,,5,1197,239.39999,3.7593985,3
2310876,386T3MLZLNP717TOYHOLT2IEFTP08F,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:09 PDT 2016,,,37FMASSAYDL4XK65WM23ES3VY9LIBK,Approved,,116,100% (10/10),100% (5/5),100% (5/5),,,0814449115,Lead with Humility: 12 Leadership Lessons from Pope Francis,Jeffrey A. Krames,1,||,0,ab,||,,1773579549000,14mar2016 13:17:14,14mar2016 13:19:10,1773667150000,1773581461000,,5,1197,239.39999,3.7593985,3
2310876,3WPCIUYH1A2KYBM6DRNBZ5YKNVJTDQ,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:12 PDT 2016,,,3AAJC4I4FHMWATTRKI36CBPY2RXZJK,Approved,,45,100% (34/34),100% (4/4),100% (4/4),,,188688532X,How Witchcraft Spirits Attack,Jonas A. Clark,0,||,0,aa,||,,1773579552000,14mar2016 13:02:24,14mar2016 13:03:09,1773666189000,1773579932000,,4,213,53.25,16.901409,4
2310876,3HA5ODM5KAM5DS9DFCIFVM85LJ9VS2,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:09 PDT 2016,,,33FBRBDW6PTUIJMY10M7CNFZDYHC8E,Approved,,17,100% (34/34),100% (4/4),100% (4/4),,,0819224448,Listening Hearts 20th Anniversary Edition: Discerning Call in Community,Suzanne G. Farnham,0,||,0,aa,||,,1773579549000,14mar2016 13:03:34,14mar2016 13:03:51,1773666231000,1773580103000,,4,213,53.25,16.901409,4
2310876,3MD8CKRQZZHKLI96JY4R2OSF4UIRJO,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:43 PDT 2016,,,3570Y55XZQDME1TLGQGK1ROG45BYGN,Approved,,25,100% (34/34),100% (4/4),100% (4/4),,,0828018154,Joseph Bates: The Real Founder of Seventh-day Adventism,George R. Knight,0,||,1,ab,||https://openlibrary.org/works/OL1810815W/Joseph_Bates,,1773579523000,14mar2016 13:03:09,14mar2016 13:03:34,1773666214000,1773580103000,,4,213,53.25,16.901409,4
2310876,3MG8450X2O48NL4LI54G4V1BKSSUPV,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:59 PDT 2016,,,3LRLIPTPER3QK5R1QBNJWXY28VQAKT,Approved,,126,100% (34/34),100% (4/4),100% (4/4),,,0758626703,The Lutheran Difference,Edward A. Engelbrecht,0,||,1,aa,https://openlibrary.org/works/OL16121064W/The_Lutheran_difference||,,1773579539000,14mar2016 13:00:18,14mar2016 13:02:24,1773666144000,1773579931000,,4,213,53.25,16.901409,4
2310618,3WKGUBL7SZGJF2V8B7KRAAUXG53L41,377YSAKP64B9XJWINH5ITC7F5LTNM1,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310618;,1800,86400,Tue Mar 15 10:39:39 PDT 2016,,,3YT88D1N09SQ0KSGHW899PKW2KNK3U,Approved,,446,100% (16/16),100% (1/1),100% (1/1),,,819224065,Episcopal Etiquette And Ethics: Living The Craft Of Priesthood In The Episcopal Church,James Barney Hawkins,1,||,1,ab,||https://openlibrary.org/works/OL16521411W/Episcopal_etiquette_and_ethics,,1773571179000,14mar2016 10:39:43,14mar2016 10:47:09,1773658029000,1773571957000,,1,446,446,2.0179372,5
2310876,302U8RURJZV8XFH87G1TWSYZYK1NVI,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:06 PDT 2016,,,3CPLWGV3MPTDNS2ZVI1ZSU4MW8D9NI,Approved,,233,100% (1/1),100% (1/1),100% (1/1),,,052595435X,Encounters with Jesus: Unexpected Answers to Life's Biggest Questions,Timothy Keller,0,||,1,ab,||https://openlibrary.org/works/OL17050270W/Encounters_with_Jesus,,1773579546000,14mar2016 13:04:04,14mar2016 13:07:57,1773666477000,1773580787000,,1,233,233,3.8626609,6
2310876,3FVBZG9CLJ80UIUH1LIR6FBDICG0HV,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:00 PDT 2016,,,3TYCR1GOTDD25JHRN3FJSQ2Q6G2ZLM,Approved,,622,100% (30/30),100% (30/30),100% (30/30),,,0817318119,"Bishops, Bourbons, and Big Mules: A History of the Episcopal Church in Alabama (Religion & American Culture)",J. Barry Vaughn,0,||,0,ab,||,,1773579540000,14mar2016 13:02:27,14mar2016 13:12:49,1773666769000,1773581015000,,30,911,30.366667,29.63776,7
2310876,388FBO7JZRNP19CDCROD3R2TG13YN2,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:08 PDT 2016,,,3NG53N1RLWDDC8V2658DWNE6CHW8PO,Approved,,525,100% (30/30),100% (30/30),100% (30/30),,,1433684748,Portraits of Devotion,Beth Moore,0,||,0,aa,||,,1773579548000,14mar2016 13:01:59,14mar2016 13:10:44,1773666644000,1773580797000,,30,911,30.366667,29.63776,7
2310876,3H781YYV6TCPQH069MYV5NG5N7KTEJ,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:12 PDT 2016,,,3A1COHJ8NKPLZRXENS08NECFQQM8HJ,Approved,,440,100% (30/30),100% (30/30),100% (30/30),,,1601425414,"The Women of Christmas: Experience the Season Afresh with Elizabeth, Mary, and Anna",Liz Curtis Higgs,0,||,0,ab,||,,1773579552000,14mar2016 13:01:43,14mar2016 13:09:03,1773666543000,1773581016000,,30,911,30.366667,29.63776,7
2310876,3V0TR1NRVAW2JJ44EGV11WEMMT5A49,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:55 PDT 2016,,,3FTYUGLFSVFL0T9A3YAFK9NQW8S5D5,Approved,,98,100% (30/30),100% (30/30),100% (30/30),,,0199794928,"Wrestling the Angel: The Foundations of Mormon Thought: Cosmos, God, Humanity",Terryl L. Givens,1,||,0,aa,||,,1773579535000,14mar2016 13:00:42,14mar2016 13:02:20,1773666140000,1773579931000,,30,911,30.366667,29.63776,7
2310876,3OB6JN3A9QJAMQFRMVHJIGKW8ODRMS,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:53 PDT 2016,,,3L70J4KAZHGI6ZLRYU1WSK3COMTDAJ,Approved,,391,100% (30/30),100% (30/30),100% (30/30),,,1426776829,Revival DVD: Faith as Wesley Lived It,Adam Hamilton,0,||,0,aa,||,,1773579533000,14mar2016 13:09:22,14mar2016 13:15:53,1773666953000,1773581734000,,30,911,30.366667,29.63776,7
2310876,3D0LPO3EABT7JUCPD6OQIG2Y6B8YOH,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:09 PDT 2016,,,3ON104KXQLQ2DG516OWV756X3S2W4Z,Approved,,637,100% (30/30),100% (30/30),100% (30/30),,,1606837516,Dressed to Kill: A Biblical Approach to Spiritual Warfare and Armor,Rick Renner,0,||,1,ab,||https://openlibrary.org/works/OL3968458W/Dressed_to_Kill,,1773579549000,14mar2016 13:03:15,14mar2016 13:13:52,1773666832000,1773581013000,,30,911,30.366667,29.63776,7
2310876,3P6ENY9P79QB1DBX5B7XCJB946WIH7,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:55 PDT 2016,,,3U4J9857OF5780P9DVY6N3DMKTBB7J,Approved,,418,100% (30/30),100% (30/30),100% (30/30),,,081922152X,St. Benedict's Toolbox: The Nuts and Bolts of Everyday Benedictine Living,Jane Tomaine,0,||,0,ab,||,,1773579535000,14mar2016 13:01:39,14mar2016 13:08:37,1773666517000,1773581736000,,30,911,30.366667,29.63776,7
2310876,3X7837UUADSRZZBMRA1TRT1J875J6J,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:59:12 PDT 2016,,,3OS46CRSLGT3DE9AZ2KEI17XSA6V69,Approved,,181,100% (30/30),100% (30/30),100% (30/30),,,0310492572,"Grasping God's Word: A Hands-On Approach to Reading, Interpreting, and Applying the Bible",J. Scott Duvall,0,||,1,aa,https://openlibrary.org/works/OL16283226W/Grasping_God's_word||,,1773579552000,14mar2016 13:01:03,14mar2016 13:04:04,1773666244000,1773582159000,,30,911,30.366667,29.63776,7
2310876,3YLPJ8OXX87EFWCXPQNFL4PKNEE4X7,3RL1BYM292E5NEL1I1KOSTF557I79C,OpenLibrary Book Search (1-3 minutes),"Given a book title and author, find its OpenLibrary page","data collection, search, books",.25,1,BatchId:2310876;,1800,86400,Tue Mar 15 12:58:53 PDT 2016,,,30JNVC0ORAER5VXA9MH895XFKW7QHB,Approved,,138,100% (30/30),100% (30/30),100% (30/30),,,1455121711,Here I Stand: A Life of Martin Luther,Roland H. Bainton,0,||,1,ba,|https://openlibrary.org/works/OL10509189W/Here_I_stand|,,1773579533000,14mar2016 13:00:57,14mar2016 13:03:15,1773666195000,1773582162000,,30,911,30.366667,29.63776,7
