batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputurl,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2117766,3CIS7GGG65D4QUFV9RO5AJ27W63EU3,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:31 PDT 2015,,,3VP0C6EFSHQKNRF1LAJNV5OJQJO6MO,Approved,,133,100% (14/14),100% (14/14),100% (14/14),,,34722,Michael A Peshkin,Northwestern University,northwestern.edu,,,,1,3|,http://peshkin.mech.northwestern.edu/,,,,1759993711000,09oct2015 07:11:57,09oct2015 07:14:10,1760022850000,1759994276000,,14,993,70.928574,7.6132927,1
2117766,3VW0145YLY6TO2WEEQ8AGPY5OSWJM1,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:30 PDT 2015,,,39OWYR0EPLLG01XQ56A2J6O3SS4YF8,Approved,,615,100% (14/14),100% (14/14),100% (14/14),,,39632,Nathan T Arrington,Princeton University,princeton.edu,,,,1,1|,http://artandarchaeology.princeton.edu/people/faculty/nathan-arrington,,,,1759993710000,09oct2015 07:12:28,09oct2015 07:22:43,1760023363000,1759994726000,,14,993,70.928574,7.6132927,1
2118043,3TRB893CSJ40CXZQ2ELI0U9Z1BT7GJ,3XIJBB7LZ5IFFR7698NGSO1PQO48QS,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2118043;,900,28800,Sun Oct 11 09:31:36 PDT 2015,,,3TXWC2NHN0KA35U43EILROER8AOS99,Approved,,81,100% (1/1),100% (1/1),100% (1/1),,,41167,Jason I Abrevaya,Purdue University,purdue.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,http://www.krannert.purdue.edu/konline/spring2003/faculty/abrevaya.asp,,,,1,,,1760002296000,09oct2015 09:32:48,09oct2015 09:34:09,1760031249000,1760002728000,,1,81,81,2.6666665,2
2118043,36D1BWBEHNVTI6Y6752IH8COMHKM2R,3XIJBB7LZ5IFFR7698NGSO1PQO48QS,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2118043;,900,28800,Sun Oct 11 09:31:35 PDT 2015,,,3FK0YFF9P0AOS4OB0ASMUTNVY62VVY,Approved,,83,100% (2/2),100% (2/2),100% (2/2),,,25280,Tom Herdt,Michigan State University,msu.edu,Animal Sciences</li><li>Animal Science</li><li>Zoology</li><li>Animal Biology</li><li>Fisheries and Wildlife</li><li>Animal Behavior</li><li>Aquatic and Fishery Sciences</li><li>Large Animal Clinical Sciences</li><li>Dairy Science</li><li>Fisheries,Animal Sciences,https://cvm.msu.edu/directory/herdt,,,,0,,,1760002295000,09oct2015 09:44:05,09oct2015 09:45:28,1760031928000,1760003409000,,1,83,83,2.6024096,3
2118056,3M47JKRKCXV2FIF3064223S5IHZ868,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2118056;,900,28800,Sun Oct 11 09:41:13 PDT 2015,,,3F0BG9B9MQH3L8IKNNCQVEBMU5X7YR,Approved,,46,100% (2/2),100% (2/2),100% (2/2),x,,5512,Tania Lombrozo,University of California Berkeley,berkeley.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,http://psychology.berkeley.edu/people/tania-lombrozo,,,,,1,,1760002873000,09oct2015 09:42:30,09oct2015 09:43:16,1760031796000,1760003110000,,1,46,46,4.695652,3
2118056,3OND0WXMHW9ZL89B9SH6R4DH2YCHEG,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2118056;,900,28800,Sun Oct 11 09:41:15 PDT 2015,,,3ZOTGHDK5J5DASYA5313OE9G39BSOO,Approved,,38,100% (1/1),100% (1/1),100% (1/1),x,,34542,Kornel F Ehmann,Northwestern University,northwestern.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,http://ampl.mech.northwestern.edu/faculty/kornel-ehmann/Ehmanncv.pdf,,,,,1,,1760002875000,09oct2015 09:42:00,09oct2015 09:42:38,1760031758000,1760003110000,,1,38,38,5.6842103,4
2118043,3NZ1E5QA6ZVPYCDWYZE71Z46US7B5S,3XIJBB7LZ5IFFR7698NGSO1PQO48QS,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2118043;,900,28800,Sun Oct 11 09:31:34 PDT 2015,,,3B3WTRP3DCWHY6D69Z3F061NAGP29G,Approved,,38,100% (1/1),100% (1/1),100% (1/1),,,12217,P V Rao,Duke University,duke.edu,Medicinal Chemistry and Molecular Pharmacology</li><li>Pharmacology and Toxicology</li><li>Toxicology</li><li>Medicinal Chemistry</li><li>Molecular Pharmacology and Toxicology</li><li>Molecular and Medical Pharmacology</li><li>Pharmacology</li><li>Medicinal Chemistry and Pharmacology</li><li>Molecular and Environmental Toxicology</li><li>Human Toxicology,"Pharmacology, Toxicology and Environmental Health",https://scholars.duke.edu/display/per4720162,,,,1,,,1760002294000,09oct2015 09:33:08,09oct2015 09:33:46,1760031226000,1760002726000,,1,38,38,5.6842103,5
2117766,3ATYLI1PRTWHO5HQR6NN8TNAJSBJOG,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:34 PDT 2015,,,3I3WADAZ9RYC4Q0ZT7OVV3ZOPOSO55,Approved,,47,100% (1/1),100% (1/1),100% (1/1),,,16487,Mian Li,University of Illinois at Urbana-Champaign,illinois.edu,,,,0,,,,,,1759993714000,09oct2015 07:09:57,09oct2015 07:10:44,1760022644000,1759994231000,,1,47,47,11.489362,6
2117766,309D674SHZFAXXMBD91FF5AGM9JCBR,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:30 PDT 2015,,,3KIBXJ1WD6OFM9L20US1XSI6MEMKOL,Approved,,30,100% (6/6),100% (6/6),100% (6/6),,,65936,Craig Clemons,University of Wisconsin Madison,wisc.edu,,,,1,1|,http://directory.engr.wisc.edu/me/faculty/clemons_craig,,,,1759993710000,09oct2015 07:10:45,09oct2015 07:11:15,1760022675000,1759994229000,,6,148,24.666666,21.891891,7
2117766,3DQYSJDTYL5W7Y9QEWZSUQ1BQOKEXV,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:33 PDT 2015,,,3ZAK8W07I588MOYVSNUSDEVMQ25U03,Approved,,30,100% (6/6),100% (6/6),100% (6/6),,,67300,Robert F Freeland,University of Wisconsin Madison,wisc.edu,,,,1,2|,"http://www.wisc.edu/directories/results.php?name=Freeland,%20Robert%20F%20",,,,1759993713000,09oct2015 07:11:58,09oct2015 07:12:28,1760022748000,1759994231000,,6,148,24.666666,21.891891,7
2117766,3RKHNXPHGWQ7CU755DZ88EFCG3ZUK3,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:32 PDT 2015,,,3IQ1VMJRYUE6398AMEWU6OKLM379AI,Approved,,19,100% (6/6),100% (6/6),100% (6/6),,,43289,Elisabeth Etopio,State University of New York Buffalo,buffalo.edu,,,,1,1|,http://gse.buffalo.edu/about/directory/faculty/etopio,,,,1759993712000,09oct2015 07:12:54,09oct2015 07:13:13,1760022793000,1759994234000,,6,148,24.666666,21.891891,7
2117766,3YZ7A3YHR5NOFYUY9L02ROE6YGK5SE,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:33 PDT 2015,,,3TE3O857312N269S3G31RR1HG1LR2G,Approved,,19,100% (6/6),100% (6/6),100% (6/6),,,30252,Paula M Ludewig,University of Minnesota,umn.edu,,,,1,2|,http://www.umn.edu/lookup?UID=ludew001,,,,1759993713000,09oct2015 07:11:16,09oct2015 07:11:35,1760022695000,1759994234000,,6,148,24.666666,21.891891,7
2117766,3CKVGCS3PGZPKR8XCFUQATIFH88S0F,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:34 PDT 2015,,,38BQUHLA9XUACXL5L65HC5AABJIOMV,Approved,,24,100% (6/6),100% (6/6),100% (6/6),,,14848,Maurice A Smith,Harvard University,harvard.edu,,,,1,1|,http://www.seas.harvard.edu/directory/mas,,,,1759993714000,09oct2015 07:12:29,09oct2015 07:12:53,1760022773000,1759994231000,,6,148,24.666666,21.891891,7
2117766,3JU8CV4BRL6DAGKOMJS75P9MSRHOPL,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:32 PDT 2015,,,3NL0RFNU0GHBIGBKHADSJUC15NO4KX,Approved,,22,100% (6/6),100% (6/6),100% (6/6),,,13983,C T Wu,Harvard University,harvard.edu,,,,1,1|,http://www.hms.harvard.edu/dms/BBS/fac/Wu.php,,,,1759993712000,09oct2015 07:11:36,09oct2015 07:11:58,1760022718000,1759994232000,,6,148,24.666666,21.891891,7
2117766,3HRWUH63QUWRZL2T1PJGSU40BHC5N2,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:31 PDT 2015,,,3ZAZR5XV02C92FNLAQMKP7C219HZCQ,Approved,,20,100% (8/8),100% (8/8),100% (8/8),,,6376,Donald Vredenburgh,City University of New York,cuny.edu,,,,1,1|,http://zicklin.baruch.cuny.edu/faculty/profiles/vredenburgh.html,,,,1759993711000,09oct2015 07:13:05,09oct2015 07:13:25,1760022805000,1759994231000,,7,193,27.571428,19.585491,8
2117766,3M0556243SEJ1IVI71WPE6VD0BQFNV,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:31 PDT 2015,,,3EWIJTFFVP1RXS192NFN9W9J4EBE06,Approved,,29,100% (8/8),100% (8/8),100% (8/8),,,24458,Katherine L Gross,Michigan State University,msu.edu,,,,1,1|,http://www.kbs.msu.edu/people/faculty/gross,,,,1759993711000,09oct2015 07:12:35,09oct2015 07:13:04,1760022784000,1759994233000,,7,193,27.571428,19.585491,8
2117766,32TMVRKDGNSO0VBPHIBN558RMQI84C,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:32 PDT 2015,,,32SCWG5HIIYQ8UCEDQBFC9IEVOZ6PK,Approved,,17,100% (8/8),100% (8/8),100% (8/8),,,32059,Hua Zhong,New York University,nyu.edu,,,,1,1|,http://www.med.nyu.edu/biosketch/zhongh03,,,,1759993712000,09oct2015 07:12:18,09oct2015 07:12:35,1760022755000,1759994229000,,7,193,27.571428,19.585491,8
2117766,3JTPR5MTZS6QRFHQ4CR002NWHM75KX,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:30 PDT 2015,,,33TIN5LC0547ZR6D2KAA9A2SPU9Y9G,Approved,,14,100% (8/8),100% (8/8),100% (8/8),,,20643,Nathan R Platte,University of Iowa,uiowa.edu,,,,1,1|,http://music.uiowa.edu/people/nathan-platte,,,,1759993710000,09oct2015 07:12:02,09oct2015 07:12:16,1760022736000,1759994232000,,7,193,27.571428,19.585491,8
2117766,3IHWR4LC7D7I82A427DRZ6IAR8JI81,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:33 PDT 2015,,,3NVC2EB65RTLKPHXLB90IXZ6P2ZY3Z,Approved,,8,100% (8/8),100% (8/8),100% (8/8),,,37272,John D Gearhart,University of Pennsylvania,upenn.edu,,,,1,1|,http://www.med.upenn.edu/apps/faculty/index.php/g20001040/p8213305,,,,1759993713000,09oct2015 07:11:49,09oct2015 07:11:57,1760022717000,1759994232000,,7,193,27.571428,19.585491,8
2117766,33W1NHWFYHFN1CR259C8QXHN1Y5ZT3,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:32 PDT 2015,,,3B2X28YI3X9O40B4ULTEHPDPEKK6BZ,Approved,,41,100% (8/8),100% (8/8),100% (8/8),,,51109,William Molzon,University of California Irvine,uci.edu,,,,1,1|,http://www.physics.uci.edu/people/william-r-molzon,,,,1759993712000,09oct2015 07:10:12,09oct2015 07:10:53,1760022653000,1759994230000,,7,193,27.571428,19.585491,8
2117766,3KQC8JMJGCMWBATEK80A8D9KB9BH3E,34LHDG0NEV75BVFYYAWZJFMLY0OSA4,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.15,1,BatchId:2117766;,900,28800,Mon Oct 12 07:08:30 PDT 2015,,,308XBLVESJYHQJ9OM9WCSK4LA7YBR2,Approved,,26,100% (8/8),100% (8/8),100% (8/8),,,61807,Lee E Ohanian,University of Southern California,usc.edu,,,,0,,,,,,1759993710000,09oct2015 07:10:57,09oct2015 07:11:23,1760022683000,1759994232000,,7,193,27.571428,19.585491,8
2118043,3S4TINXCC0HB6MJE3EA6A54XBNBOB9,3XIJBB7LZ5IFFR7698NGSO1PQO48QS,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2118043;,900,28800,Sun Oct 11 09:31:35 PDT 2015,,,3WQQ9FUS6BOB8EUSN0QC139GKGL8B0,Approved,,30,100% (8/8),100% (8/8),100% (8/8),,,38031,Warren B Bilker,University of Pennsylvania,upenn.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,http://www.med.upenn.edu/apps/faculty/index.php/g275/p18118,,,,1,,,1760002295000,09oct2015 09:33:05,09oct2015 09:33:35,1760031215000,1760002727000,,1,30,30,7.1999998,8
2118043,3FHTJGYT8NUPI33QY0FZ0G0K150GP0,3XIJBB7LZ5IFFR7698NGSO1PQO48QS,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2118043;,900,28800,Sun Oct 11 09:31:36 PDT 2015,,,3RU7GD8VPPNVVSABK3EIDEE6DE6PS1,Approved,,26,100% (1/1),100% (1/1),100% (1/1),,,48415,Dina S Clair,University of California Davis,ucdavis.edu,Agronomy</li><li>Plant Biology</li><li>Plant Pathology</li><li>Plant Biological Sciences</li><li>Botany and Plant Pathology</li><li>Applied Plant Sciences</li><li>Horticulture and Agronomy</li><li>Horticulture</li><li>Plant Science</li><li>Crop Sciences,Plant Sciences,http://biosci3.ucdavis.edu/Faculty/Profile/View/14150,,,,1,,,1760002296000,09oct2015 09:32:53,09oct2015 09:33:19,1760031199000,1760002725000,,1,26,26,8.3076925,9
2118056,3P7RGTLO6E7NXLT7Z8IH8D3I90IKAS,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2118056;,900,28800,Sun Oct 11 09:41:16 PDT 2015,,,3WOKGM4L72AD9JEYW1IJE83X8HT0OA,Approved,,370,100% (23/23),100% (23/23),100% (23/23),x,,51642,Elizabeth Marchant,University of California Los Angeles,ucla.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,http://www.international.ucla.edu/lai/person/1813,,,,,1,,1760002876000,09oct2015 09:42:23,09oct2015 09:48:33,1760032113000,1760003397000,,23,1078,46.869564,4.6085343,10
