id,name,university,domain,depts,field,dupct
61629,John C Wood,University of Southern California,usc.edu,"Biomedical Engineering</li>&nbsp;<li>Biomedical Sciences</li>&nbsp;<li>Vision Science</li>&nbsp;<li>Biological Systems Engineering</li>&nbsp;<li>Applied Science Engineering</li>&nbsp;<li>Biomedical Physics</li>&nbsp;<li>Human Centered Design and Engineering</li>&nbsp;<li>Biomedical Informatics</li>&nbsp;<li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li>&nbsp;<li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,2
66243,Gheorghe Craciun,University of Wisconsin Madison,wisc.edu,"Biochemistry</li>&nbsp;<li>Integrated Life Sciences</li>&nbsp;<li>Molecular and Cell Biology</li>&nbsp;<li>Biological Sciences</li>&nbsp;<li>Molecular Biology</li>&nbsp;<li>Genetics and Molecular Biology</li>&nbsp;<li>Biophysics</li>&nbsp;<li>Biochemistry, Biophysics and Molecular Biology</li>&nbsp;<li>Biochemistry, Molecular Biology and Biophysics</li>&nbsp;<li>Molecular, Cellular, Developmental Biology and Genetics</li>&nbsp;<li>Comparative Pathology</li>&nbsp;<li>Genetics, Development and Cell Biology</li>&nbsp;<li>Biochemistry and Biophysics</li>&nbsp;<li>Genetic, Molecular and Cell Biology</li>&nbsp;<li>Molecular Cancer Biology</li>&nbsp;<li>Molecular, Cellular and Developmental Biology</li>&nbsp;<li>Chemical Physics</li>&nbsp;<li>Molecular and Cellular Biology</li>&nbsp;<li>Biochemistry-ALS</li>&nbsp;<li>Biochemistry and Molecular Biology</li>&nbsp;<li>Comparative and Molecular Biosciences</li>&nbsp;<li>Comparative Pathobiology</li>&nbsp;<li>Roswell Park . Cellular and Molecular Biology</li>&nbsp;<li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",2
3162,Ray Nagle,University of Arizona,arizona.edu,"Biochemistry</li>&nbsp;<li>Integrated Life Sciences</li>&nbsp;<li>Molecular and Cell Biology</li>&nbsp;<li>Biological Sciences</li>&nbsp;<li>Molecular Biology</li>&nbsp;<li>Genetics and Molecular Biology</li>&nbsp;<li>Biophysics</li>&nbsp;<li>Biochemistry, Biophysics and Molecular Biology</li>&nbsp;<li>Biochemistry, Molecular Biology and Biophysics</li>&nbsp;<li>Molecular, Cellular, Developmental Biology and Genetics</li>&nbsp;<li>Comparative Pathology</li>&nbsp;<li>Genetics, Development and Cell Biology</li>&nbsp;<li>Biochemistry and Biophysics</li>&nbsp;<li>Genetic, Molecular and Cell Biology</li>&nbsp;<li>Molecular Cancer Biology</li>&nbsp;<li>Molecular, Cellular and Developmental Biology</li>&nbsp;<li>Chemical Physics</li>&nbsp;<li>Molecular and Cellular Biology</li>&nbsp;<li>Biochemistry-ALS</li>&nbsp;<li>Biochemistry and Molecular Biology</li>&nbsp;<li>Comparative and Molecular Biosciences</li>&nbsp;<li>Comparative Pathobiology</li>&nbsp;<li>Roswell Park . Cellular and Molecular Biology</li>&nbsp;<li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",2
35186,Thomas J Mcgarry,Northwestern University,northwestern.edu,"Biochemistry</li>&nbsp;<li>Integrated Life Sciences</li>&nbsp;<li>Molecular and Cell Biology</li>&nbsp;<li>Biological Sciences</li>&nbsp;<li>Molecular Biology</li>&nbsp;<li>Genetics and Molecular Biology</li>&nbsp;<li>Biophysics</li>&nbsp;<li>Biochemistry, Biophysics and Molecular Biology</li>&nbsp;<li>Biochemistry, Molecular Biology and Biophysics</li>&nbsp;<li>Molecular, Cellular, Developmental Biology and Genetics</li>&nbsp;<li>Comparative Pathology</li>&nbsp;<li>Genetics, Development and Cell Biology</li>&nbsp;<li>Biochemistry and Biophysics</li>&nbsp;<li>Genetic, Molecular and Cell Biology</li>&nbsp;<li>Molecular Cancer Biology</li>&nbsp;<li>Molecular, Cellular and Developmental Biology</li>&nbsp;<li>Chemical Physics</li>&nbsp;<li>Molecular and Cellular Biology</li>&nbsp;<li>Biochemistry-ALS</li>&nbsp;<li>Biochemistry and Molecular Biology</li>&nbsp;<li>Comparative and Molecular Biosciences</li>&nbsp;<li>Comparative Pathobiology</li>&nbsp;<li>Roswell Park . Cellular and Molecular Biology</li>&nbsp;<li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",3
17924,Gregory Schrempp,Indiana University Bloomington,indiana.edu,"Folklore and Ethnomusicology</li>&nbsp;<li>Cultural Anthropology</li>&nbsp;<li>Evolutionary Anthropology</li>&nbsp;<li>Medical Anthropology</li>&nbsp;<li>Archaeology</li>&nbsp;<li>Anthropology and Linguistics</li>&nbsp;<li>Anthropology and History</li>&nbsp;<li>Social Anthropology</li>&nbsp;<li>Anthropology and Middle Eastern Studies</li>&nbsp;<li>Anthropology, Archeology",Anthropology,2
48725,James G Fadel,University of California Davis,ucdavis.edu,Animal Sciences</li>&nbsp;<li>Animal Science</li>&nbsp;<li>Zoology</li>&nbsp;<li>Animal Biology</li>&nbsp;<li>Fisheries and Wildlife</li>&nbsp;<li>Animal Behavior</li>&nbsp;<li>Aquatic and Fishery Sciences</li>&nbsp;<li>Large Animal Clinical Sciences</li>&nbsp;<li>Dairy Science</li>&nbsp;<li>Fisheries,Animal Sciences,2
25593,Barbara J Little,University of Maryland College Park,umd.edu,American Studies</li>&nbsp;<li>American Studies and Ethnicity</li>&nbsp;<li>Transnational Studies - American Studies,American Studies,1
62164,Randall Widelitz,University of Southern California,usc.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
61334,Florence Hofman,University of Southern California,usc.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
30569,Sandra M Godden,University of Minnesota,umn.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
29096,Grace E Pluhar,University of Minnesota,umn.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
15841,Dongwan Yoo,University of Illinois at Urbana-Champaign,illinois.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
2272,Helen Jost,University of Arizona,arizona.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
36120,Mary J Burkhard,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
36133,Maxey L Wellman,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
35848,Jeffrey T Lejeune,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
36518,Thomas E Wittum,Ohio State University,osu.edu OR site:ohio-state.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
22748,Ahmet Hoke,Johns Hopkins University,jhu.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1
